"","gender","age","country","handed","languages","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","travel","timetravel","bagweight","bagcarry","favlearning","reaction","cellmonths","fitlevel","pulserest","prefquality","superpower","timetaken","year"
"3173","female",12,"newzealand","right",1,142,21,143,16,28,39,80,65,"walk",4,2000,"one","health",0.406,16,"veryfit",108,"happy","telepathy",835,8
"1666","female",13,"newzealand","left",1,169,24,161,16,31,51,95,110,"bus",16,5000,"diagonal","health",0.4,34,"veryfit",64,"happy","time",1173,9
"3122","female",12,"Philippines","right",3,159,25,162,16,32,42,90,90,"walk",12,NA,"diagonal","arts",0.484,1,"quitefit",80,"healthy","fly",1525,8
"9420","female",14,"newzealand","right",1,106,21,157,17,32,43,70,70,"bus",40,2260,"one","english",0.406,7,"quitefit",70,"rich","fly",588,10
"12311","female",14,"china","right",2,163,23,161,15,32,41,75,79,"walk",55,1500,"two","arts",0.342,7,"quitefit",-1,"healthy","invisibility",680,10
"9032","female",11,"newzealand","right",2,170,32,160,16,31,40,80,70,"bus",35,NA,"one","health",0.329,0,"littlefit",80,"happy","time",753,7
"12873","female",13,"newzealand","ambi",1,161,23,157,17,32,51,7,8,"bus",17,3000,"two","arts",0.297,30,"littlefit",92,"healthy","fly",470,9
"10609","male",14,"newzealand","right",2,176,30,76,20,36,50,120,110,"walk",45,2000,"one","health",1.318,36,"veryfit",0,"happy","fly",1244,9
"12674","male",15,"kazacstan","ambi",7,134,12,154,34,67,34,12,9,NA,35,7000,"hand","health",NA,0,"unfit",137,"famous","strength",427,11
"3969","female",14,"India","right",2,166,23,166,14,30,39,90,90,"walk",3,1000,"two","english",0.406,24,"littlefit",56,"happy","telepathy",698,10
"11044","male",10,"newzealand","right",1,152,26,NA,17,30,42,80,70,"motor",10,800,"diagonal","health",0.404,0,"unfit",80,"famous","time",1031,6
"2265","female",13,"Botswana","right",2,154,23,158,15,31,40,89,80,"bus",35,1700,"one","arts",0,5,"quitefit",64,"happy","fly",720,9
"4426","male",11,"newzealand","right",1,169,22,140,17,20,42,70,70,"motor",20,NA,"one","technology",0.453,52,"quitefit",80,"famous","fly",1168,7
"11218","male",12,"newzealand","right",1,156,25,159,16,30,39,67,64,"walk",18,3400,"two","mathstats",0.342,14,"quitefit",72,"happy","time",1041,8
"281","female",12,"newzealand","right",1,153,21,144,15,30,43,70,50,"motor",15,2000,"one","english",0.425,0,"quitefit",92,"happy","invisibility",1017,8
"3575","female",12,"Philippines","right",3,171,26,168,16,33,40,80,80,"motor",15,5000,"two","arts",0.392,36,"littlefit",64,"happy","time",721,8
"14960","male",13,"newzealand","right",1,169,27,72,18,37,42,8,80,"motor",8,NA,"one","social",0.391,13,"littlefit",56,"happy","telepathy",310,9
"15747","male",14,"newzealand","right",1,168,26,176,17,33,43,70,70,"walk",45,600,"two","health",0.406,4,"littlefit",71,"rich","fly",599,10
"10120","female",9,"newzealand","left",1,140,23,38,NA,10,30,7,6,"bike",10,NA,"two","health",0.453,24,"quitefit",-1,"happy","fly",1610,5
"14194","female",14,"cookisl","right",2,175,25,175,16,33,48,83,70,"bus",20,2000,"two","health",0.359,6,"veryfit",144,"happy","time",394,10
"11693","female",13,"newzealand","right",1,161,24,160,15,24,43,90,95,"bus",80,NA,"one","health",0.421,11,"quitefit",52,"healthy","invisibility",593,9
"90","male",8,"newzealand","right",1,135,20,140,13,28,36,65,55,"bus",12,1400,"one","arts",0.61,NA,"veryfit",72,"healthy","invisibility",1176,4
"8165","female",13,"china","right",3,168,22,166,17,36,44,80,80,"motor",15,4000,"one","arts",0.359,3,"littlefit",115,"rich","telepathy",360,9
"2328","female",14,"taiwan","right",2,166,22,168,15,32,45,70,70,"bus",25,1800,"two","technology",0.437,15,"littlefit",88,"happy","invisibility",654,10
"19899","male",14,"newzealand","right",1,160,25,155,16,14,51,70,67,"walk",15,5000,"two","mathstats",0.392,16,"quitefit",56,"happy","fly",927,10
"14101","male",13,"newzealand","right",1,165,125,137,16,34,55,8,7,"walk",5,NA,"two","arts",2.946,1,"quitefit",105,"happy","invisibility",1643,9
"1512","male",9,"newzealand","right",1,144,23,NA,13,28,39,40,32,"walk",15,NA,"one","arts",0.6,0,"quitefit",80,"happy","time",1473,5
"19726","female",11,"newzealand","right",2,147,22,148,11,NA,39,70,80,"motor",3,NA,"one","english",0.388,NA,"quitefit",96,"happy","time",735,7
"12267","male",15,"newzealand","right",1,174,26,172,16,33,45,92,90,"motor",25,2500,"two","arts",0.33,3,"littlefit",84,"happy","time",671,11
"4368","female",13,"newzealand","right",2,155,20,NA,21,32,39,100,70,"walk",5,4500,"two","languages",0.465,3,"quitefit",76,"rich","time",804,9
"16670","male",14,"Philippines","left",2,162,26,194,18,37,47,7,8,"motor",10,5000,"two","science",0.281,14,"quitefit",86,"rich","time",654,9
"10215","female",12,"philippines","right",4,148,23,148,14,27,46,70,70,"walk",15,NA,"one","health",0.484,24,"quitefit",68,"happy","telepathy",1059,8
"782","male",13,"Viet Nam","left",2,134,22,34,NA,30,40,5,6,"walk",15,500,"two","mathstats",NA,1,"unfit",9,"happy","strength",1008,9
"8618","female",11,"newzealand","right",1,156,24,157,15,28,42,90,100,"motor",7,3900,"one","health",0.354,0,"littlefit",64,"happy","fly",492,7
"17441","female",12,"newzealand","right",1,158,25,57,18,30,43,76,82,"bus",20,4000,"one","arts",0.358,22,"littlefit",62,"happy","telepathy",491,9
"17438","male",15,"newzealand","right",1,176,255,170,16,32,45,82,85,"bus",30,4000,"two","social",0.353,8,"quitefit",72,"happy","fly",1310,11
"19274","female",10,"newzealand","right",NA,NA,20,150,24,35,39,23,60,"other",3,NA,"two","english",2.874,9,"veryfit",76,"rich","fly",870,6
"6289","female",13,"newzealand","right",1,170,27,171,17,33,46,31,35,"walk",4,5000,"two","health",0.422,1,"quitefit",62,"happy","telepathy",1153,9
"15836","female",13,"newzealand","right",3,160,23,158,14,NA,43,89,91,"walk",40,1510,"one","arts",0.343,10,"littlefit",68,"famous","telepathy",650,9
"8716","female",14,"newzealand","right",2,162,18,NA,14,31,47,80,85,"walk",10,NA,"one","arts",0.441,4,"littlefit",64,"healthy","telepathy",498,10
"8740","male",12,"newzealand","right",2,143,22,NA,16,33,36,7,8,"train",15,500,"two","technology",0.375,15,"littlefit",100,"rich","time",500,8
"13278","male",13,"newzealand","left",2,144,23,141,15,30,36,56,55,"motor",3,NA,"two","health",0.422,6,"quitefit",88,"rich","time",1004,9
"5888","female",13,"newzealand","right",1,164,8,NA,17,31,44,9,9,"train",57,NA,"diagonal","arts",0.375,4,"unfit",21,"happy","invisibility",769,9
"15995","female",14,"newzealand","right",2,171,25,160,6,13,10,4,3,"motor",20,NA,"two","health",2.142,7,"quitefit",90,"rich","invisibility",946,9
"19200","male",14,"newzealand","ambi",2,180,27,173,18,37,50,90,95,"bus",65,5000,"diagonal","technology",0.328,36,"littlefit",72,"happy","time",465,10
"15006","female",13,"newzealand","right",NA,167,24,NA,15,32,42,8,7,"bus",40,NA,"two","health",0.461,17,"quitefit",80,"happy","telepathy",594,9
"3302","female",10,"newzealand","right",2,146,21,140,14,30,40,70,70,"motor",12,NA,"one","arts",1.938,0,"quitefit",24,"healthy","time",801,6
"3743","female",13,"Korea","right",2,166,23,163,55,32,44,90,89,"walk",15,1100,"two","arts",0.328,0,"littlefit",80,"happy","time",741,9
"1559","male",8,"new zealand","right",1,123,19,123,12,29,36,63,54,"motor",15,4000,"two","english",0.468,17,"veryfit",108,"famous","time",1086,4
"10211","male",12,"newzealand","ambi",1,155,23,NA,17,30,36,60,50,"bike",10,NA,"two","health",0.405,3,"quitefit",80,"happy","fly",647,8
"11246","female",10,"newzealand","right",1,140,8,53,NA,12,16,60,60,"motor",10,4000,"two","health",0.623,NA,"quitefit",89,"healthy","invisibility",1403,6
"11346","male",11,"newzealand","ambi",3,145,21,105,10,28,46,61,59,"motor",60,NA,"one","mathstats",0.396,5,"littlefit",63,"rich","time",884,7
"18875","female",14,"newzealand","right",1,170,22,172,15,32,42,100,110,"bus",45,3000,"one","mathstats",0.347,3,"littlefit",68,"happy","telepathy",1399,10
"17077","female",13,"newzealand","right",1,108,18,142,15,30,37,65,70,"motor",5,NA,"one","arts",0.343,1,"littlefit",88,"happy","fly",666,9
"3965","female",14,"newzealand","left",2,160,23,NA,17,NA,41,70,70,"bus",10,NA,"two","health",0.547,11,"quitefit",23,"happy","time",824,10
"12067","male",11,"newzealand","right",1,142,26,NA,17,40,41,95,90,"motor",5,NA,"one","health",0.359,8,"quitefit",70,"famous","time",696,7
"5362","female",11,"newzealand","left",1,138,20,137,14,31,36,70,70,"bus",5,NA,"one","arts",0.477,0,"quitefit",100,"happy","telepathy",1282,7
"2532","male",14,"Taiwan","left",3,164,23,165,13,35,42,6,7,"motor",8,5000,"two","arts",0.375,3,"unfit",88,"healthy","fly",682,10
"15466","female",14,"newzealand","right",2,171,23,167,16,30,46,NA,NA,"bus",15,3200,"two","arts",0.374,2,"littlefit",92,"happy","fly",1297,10
"3199","female",13,"newzealand","left",2,172,25,170,16,34,46,92,90,"bus",30,3100,"one","health",0.441,24,"quitefit",68,"happy","time",788,10
"17678","female",13,"newzealand","right",1,158,23,154,6,NA,39,80,80,"bus",15,NA,"one","health",0.328,21,"quitefit",52,"healthy","telepathy",449,9
"11285","male",10,"newzealand","right",1,170,19,NA,NA,90,90,60,30,"motor",5,NA,"one","arts",0.396,0,"quitefit",17,"healthy","strength",1052,6
"11548","female",13,"newzealand","right",2,165,25,167,15,35,52,70,80,"bus",60,5000,"two","science",0.328,1,"quitefit",59,"healthy","time",882,9
"5728","female",16,"Tonga","right",2,170,28,47,19,24,44,95,73,"bus",20,2000,"two","mathstats",1.453,0,"littlefit",30,"happy","fly",824,11
"7115","female",14,"china","left",2,164,20,80,55,37,120,48,43,"walk",10,800,"one","arts",0.86,60,"littlefit",9,"famous","invisibility",799,10
"5867","female",10,"newzealand","right",1,143,23,137,15,28,40,76,72,"bus",13,NA,"one","mathstats",0.685,48,"veryfit",7,"healthy","telepathy",1030,6
"16830","female",14,"newzealand","right",1,167,21,NA,15,29,65,65,65,"motor",8,NA,"two","arts",0.406,6,"littlefit",100,"rich","fly",584,10
"9632","female",13,"newzealand","right",2,160,25,162,15,31,51,85,20,"motor",7,5000,"one","health",0.453,2,"littlefit",53,"famous","time",524,9
"3149","female",14,"newzealand","right",1,168,23,168,16,31,43,60,70,"motor",10,4100,"one","health",0.375,6,"quitefit",48,"healthy","fly",657,10
"17601","male",12,"newzealand","right",1,154,23,154,16,29,41,80,60,"bus",35,4000,"one","health",0.422,6,"quitefit",64,"rich","fly",1496,8
"14345","female",14,"newzealand","left",1,174,26,175,17,35,44,75,65,"motor",25,2500,"one","mathstats",0.312,NA,"littlefit",80,"happy","telepathy",455,10
"10068","female",12,"newzealand","right",2,137,22,140,14,26,39,72,67,"walk",5,3000,"two","science",0.437,0,"quitefit",108,"famous","fly",836,8
"15867","female",14,"newzealand","right",2,164,23,157,19,37,39,70,65,"bus",10,2900,"one","arts",0.375,17,"unfit",58,"happy","telepathy",640,10
"2452","female",14,"newzealand","right",1,160,23,161,15,30,74,74,71,"walk",25,6700,"two","english",0.43,0,"veryfit",52,"healthy","fly",1059,10
"5635","female",9,"newzealand","right",1,132,20,131,13,28,34,12,11,"motor",2,3500,"two","arts",0.61,NA,"quitefit",50,"healthy","fly",1098,6
"4737","male",10,"england","right",1,144,19,144,14,27,41,5,6,"walk",12,NA,"two","health",3.356,0,"veryfit",118,"rich","fly",1627,6
"11634","male",12,"newzealand","right",1,167,28,169,20,40,48,80,90,"motor",5,NA,"two","arts",3.36,0,"unfit",60,"rich","fly",894,8
"17218","female",13,"Thailand","right",2,151,21,50,13,30,38,8,5,"walk",0,3300,"two","mathstats",0.594,3,"littlefit",64,"happy","time",690,9
"16842","male",14,"newzealand","right",2,173,5,125,6,12,11,81,82,"walk",23,NA,"one","arts",0.406,0,"littlefit",8,"healthy","time",419,9
"12715","male",14,"newzealand","right",2,NA,240,NA,12,30,450,75,65,"motor",15,3000,"two","technology",NA,13,"quitefit",75,"rich","time",613,10
"17107","male",10,"newzealand","right",1,147,10,147,10,15,45,7,6,"train",1,NA,"one","health",NA,0,"quitefit",1,"healthy","fly",903,6
"19504","female",13,"newzealand","right",1,159,24,157,16,33,40,85,90,"walk",25,1000,"one","health",0.515,6,"quitefit",84,"healthy","telepathy",1051,9
"11390","female",15,"newzealand","left",1,150,22,160,14,29,42,7,6,"bus",20,6000,"two","arts",1.609,11,"quitefit",80,"healthy","invisibility",1460,11
"13859","male",13,"newzealand","right",1,163,26,170,16,34,44,90,90,"walk",25,1000,"two","health",0.453,7,"veryfit",108,"rich","fly",538,9
"7214","male",8,"newzealand","right",4,131,21,NA,14,29,34,7,7,"walk",2,NA,"two","english",0.426,10,"veryfit",23,"rich","invisibility",912,4
"7008","male",12,"New Zealand","right",1,153,26,63,6,31,41,70,65,"bike",4,1000,"two","arts",0.516,0,"quitefit",126,"healthy","fly",1264,8
"19625","female",14,"england","left",1,171,24,NA,15,32,44,8,8,"motor",15,NA,"one","technology",0.39,11,"quitefit",88,"happy","time",561,10
"15885","male",14,"newzealand","right",1,161,24,68,6,31,49,90,92,"bus",7,2600,"two","technology",0.39,18,"quitefit",80,"happy","time",650,10
"16210","male",13,"newzealand","right",1,170,28,179,17,32,45,90,90,"walk",3,NA,"two","health",0.297,28,"veryfit",64,"happy","time",663,8
"15773","female",15,"newzealand","right",1,172,25,178,18,38,46,95,100,"bus",20,5700,"one","health",0.326,9,"quitefit",88,"healthy","fly",925,10
"6732","male",9,"newzealand","right",2,148,20,57,16,31,36,7,5,"motor",9,NA,"one","health",0.437,NA,"veryfit",-1,"happy","time",880,5
"11707","male",12,"newzealand","right",1,152,22,146,16,32,41,70,69,"motor",5,NA,"one","health",1.156,0,"quitefit",72,"famous","strength",949,7
"1704","male",10,"newzealand","right",1,152,25,148,16,34,40,70,80,"walk",4,NA,"two","technology",NA,NA,"littlefit",41,"happy","strength",934,6
"12658","female",15,"australia","left",2,165,26,165,15,37,38,80,80,"bus",55,1000,"one","english",1.609,5,"veryfit",80,"happy","time",364,11
"14897","male",14,"newzealand","right",2,165,26,170,19,35,50,82,86,"motor",15,2500,"one","health",0,7,"quitefit",68,"happy","strength",208,10
"18153","male",11,"newzealand","right",1,163,23,160,17,34,40,95,103,"bus",16,NA,"one","arts",0.344,24,"littlefit",1,"rich","invisibility",1123,7
"3675","male",15,"Netherlands","right",1,168,33,165,16,29,35,50,4,"motor",8,10000,"two","science",0.375,0,"quitefit",63,"happy","fly",1991,11
"5097","female",13,"newzealand","right",1,167,24,162,16,35,43,80,70,"bus",45,7000,"two","arts",0.408,15,"littlefit",72,"happy","fly",822,9
"12483","male",14,"newzealand","left",2,80,23,69,27,47,61,75,82,"bus",25,NA,"two","health",0.391,3,"veryfit",112,"rich","time",623,10
"12725","female",14,"newzealand","left",2,166,26,167,16,30,48,86,72,"motor",40,NA,"one","arts",0.328,11,"quitefit",88,"happy","invisibility",330,10
"17428","male",14,"newzealand","right",1,184,27,181,19,132,50,70,82,"walk",7,5100,"two","health",0.321,1,"quitefit",80,"rich","telepathy",992,11
"8471","female",10,"newzealand","right",2,148,18,149,13,29,34,7,6,"bus",10,NA,"one","health",0.576,0,"quitefit",-1,"famous","fly",1061,6
"17216","female",13,"newzealand","right",3,170,25,167,16,35,NA,100,150,"motor",5,5000,"two","health",0.437,4,"littlefit",91,"famous","time",675,9
"1525","female",13,"newzealand","right",1,160,23,160,15,28,41,70,68,"walk",20,9500,"two","technology",0.439,25,"quitefit",80,"healthy","telepathy",578,10
"7965","female",9,"southafrica","right",1,142,21,53,6,31,41,8,6,"motor",8,2000,"two","mathstats",0.436,2,NA,120,"rich","time",1274,5
"4025","male",12,"southafrica","left",1,150,22,60,6,30,44,70,60,"other",1,NA,"two","health",0.422,4,"quitefit",68,"happy","time",662,8
"19241","male",15,"newzealand","right",2,171,26,159,17,27,20,90,85,"walk",20,1000,"one","health",0.377,22,"quitefit",59,"famous","strength",1245,11
"16495","male",9,"newzealand","right",1,140,22,45,17,31,44,10,6,"motor",4,NA,"one","arts",0.39,2,"quitefit",2,"rich","invisibility",2244,5
"1144","female",11,"australia","right",1,154,25,154,14,23,40,90,90,"motor",5,5000,"two","arts",0.353,2,"quitefit",63,"healthy","fly",1041,7
"1514","female",14,"Korea","right",2,163,23,155,14,30,40,66,66,"walk",6,8000,"two","health",0.458,6,"quitefit",68,"healthy","strength",923,10
"15075","male",18,"newzealand","right",2,174,28,NA,17,36,50,84,79,"motor",25,8000,"two","health",2.277,6,"quitefit",-1,"happy","fly",952,13
"561","female",14,"Norway","right",2,166,18,166,10,18,28,72,69,"walk",10,670,"two","health",0.375,24,"veryfit",28,"happy","time",1365,10
"8749","female",12,"newzealand","right",1,151,22,136,NA,11,38,4,4,"motor",20,NA,"two","arts",0.391,NA,"quitefit",54,"famous","invisibility",927,8
"16211","female",11,"newzealand","right",1,159,21,NA,17,34,46,77,65,"walk",12,NA,"one","arts",0.498,9,"quitefit",60,"happy","telepathy",1330,7
"19406","female",15,"newzealand","right",1,167,24,167,14,29,42,82,80,"walk",8,700,"two","arts",1.203,1,"quitefit",60,"healthy","fly",935,11
"4140","female",14,"newzealand","right",2,170,23,168,14,26,39,85,60,"bus",25,2000,"one","arts",0.359,19,"quitefit",56,"rich","time",574,10
"1664","female",13,"newzealand","right",2,164,23,162,14,30,41,70,7,"walk",20,NA,"one","languages",3.926,1,"quitefit",84,"healthy","fly",1030,9
"19350","male",14,"newzealand","right",1,161,121,163,6,46,21,25,28,"bus",25,4100,"one","science",0.328,5,"quitefit",98,"rich","time",1274,10
"4264","male",13,"newzealand","right",1,163,21,70,17,33,45,92,91,"bike",4,NA,"diagonal","health",0.401,26,"quitefit",44,"happy","fly",745,9
"842","female",14,"newzealand","right",2,100,22,NA,15,30,36,60,50,"bus",20,NA,"two","arts",0.36,9,"quitefit",19,"famous","invisibility",683,10
"17679","male",12,"Taiwan","right",2,140,22,144,13,25,37,55,57,"walk",15,5020,"two","mathstats",1.297,0,"veryfit",68,NA,NA,601,9
"15400","female",12,"newzealand","left",1,168,26,173,16,34,46,8,7,"motor",10,2000,"two","health",0.391,NA,"quitefit",88,"happy","time",803,8
"1330","female",12,"newzealand","left",2,164,24,164,16,30,31,75,75,"bus",80,5000,"two","health",0.531,35,"littlefit",80,"rich","fly",561,9
"15544","male",15,"niue","right",1,NA,28,185,7,13,46,110,120,"bus",120,2700,"one","social",0.593,1,"unfit",86,"healthy","fly",440,10
"5344","female",13,"newzealand","right",2,170,20,163,16,32,NA,80,60,"walk",20,3100,"two","languages",0.411,7,"quitefit",70,"famous","invisibility",641,10
"19459","male",13,"newzealand","right",2,165,11,165,18,31,39,65,75,"motor",15,5400,"two","languages",0.625,51,"unfit",44,"rich","time",768,9
"14848","female",11,"newzealand","right",1,160,27,157,18,36,38,80,7,"walk",1,600,"diagonal","english",0.406,15,"littlefit",74,"healthy","fly",782,7
"2190","male",10,"newzealand","right",1,152,25,154,16,32,40,70,70,"motor",5,NA,"two","health",0.421,5,"quitefit",70,"healthy","fly",772,7
"10986","male",13,"cookisl","right",NA,176,29,181,16,37,45,8,8,"walk",60,NA,"diagonal","health",0.391,9,"quitefit",96,"happy","strength",859,9
"18023","female",11,"australia","right",1,161,22,NA,19,27,34,90,4,"bus",10,NA,"diagonal","health",NA,42,"quitefit",72,"famous","time",2569,7
